subject,probe,structure,threshold_s,early_area_norm,late_area_norm,incline_norm,incline_ratio,n_intrusions_le_thr,nod_intrusion_off_area
CNPIX8-Allan,imec0,PrL,9,0.030170392953929537,0.04584620596205963,0.01567581300813009,1.5195760304503556,16,80.28231707317073
CNPIX8-Allan,imec0,PrL,10,0.030170392953929537,0.04972273035230352,0.019552337398373983,1.6480637301685324,18,104.92804878048781
CNPIX9-Luigi,imec0,PPC,0,0.0021212606837606837,0.044779914529914526,0.04265865384615384,21.11004784688995,0,0.0
CNPIX9-Luigi,imec0,PPC,1,0.0021212606837606837,0.044779914529914526,0.04265865384615384,21.11004784688995,3,0.0
CNPIX9-Luigi,imec0,PPC,2,0.0021212606837606837,0.05186912393162393,0.04974786324786324,24.45202719717955,11,29.700000000000003
CNPIX9-Luigi,imec0,PPC,3,0.0021212606837606837,0.06631997863247863,0.06419871794871794,31.264417023419792,22,110.96153846153845
CNPIX9-Luigi,imec0,PPC,4,0.0021212606837606837,0.07626655982905982,0.07414529914529913,35.95341223873079,25,146.76923076923077
CNPIX9-Luigi,imec0,PPC,5,0.0021212606837606837,0.081625,0.07950373931623932,38.47947620246789,27,166.0596153846154
CNPIX9-Luigi,imec0,PPC,6,0.0021212606837606837,0.10762500000000001,0.10550373931623933,50.73633845378998,32,259.6596153846154
CNPIX9-Luigi,imec0,PPC,7,0.0021212606837606837,0.12324679487179487,0.12112553418803418,58.10073029463611,36,354.1230769230769
CNPIX9-Luigi,imec0,PPC,8,0.0021212606837606837,0.14056036324786322,0.13843910256410255,66.26265424326365,38,416.4519230769231
CNPIX9-Luigi,imec0,PPC,9,0.0021212606837606837,0.17252510683760686,0.17040384615384618,81.33140266935281,41,531.525
CNPIX9-Luigi,imec0,PPC,10,0.0021212606837606837,0.1823482905982906,0.18022702991452993,85.96222613951146,42,566.8884615384615
CNPIX10-Charles,imec0,CLA,0,0.0010609903381642513,0.01623731884057971,0.01517632850241546,15.303927148548661,0,0.0
CNPIX10-Charles,imec0,CLA,1,0.0010609903381642513,0.01623731884057971,0.01517632850241546,15.303927148548661,0,0.0
CNPIX10-Charles,imec0,CLA,2,0.0010609903381642513,0.01623731884057971,0.01517632850241546,15.303927148548661,0,0.0
CNPIX10-Charles,imec0,CLA,3,0.0010609903381642513,0.01623731884057971,0.01517632850241546,15.303927148548661,4,14.793478260869566
CNPIX10-Charles,imec0,CLA,4,0.0010609903381642513,0.01623731884057971,0.01517632850241546,15.303927148548661,9,35.141304347826086
CNPIX10-Charles,imec0,CLA,5,0.0010609903381642513,0.018747584541062803,0.017686594202898552,17.66989186112692,18,106.66739130434782
CNPIX10-Charles,imec0,CLA,6,0.0010609903381642513,0.018747584541062803,0.017686594202898552,17.66989186112692,21,125.18478260869564
CNPIX10-Charles,imec0,CLA,7,0.0010609903381642513,0.018747584541062803,0.017686594202898552,17.66989186112692,22,137.58913043478262
CNPIX10-Charles,imec0,CLA,8,0.0010609903381642513,0.019928743961352656,0.018867753623188405,18.7831531018782,25,165.63913043478263
CNPIX10-Charles,imec0,CLA,9,0.0010609903381642513,0.019928743961352656,0.018867753623188405,18.7831531018782,32,285.8695652173913
CNPIX10-Charles,imec0,CLA,10,0.0010609903381642513,0.02485144927536232,0.02379045893719807,23.422879908935684,35,329.8782608695652
CNPIX10-Charles,imec0,M2,0,0.003106851851851852,0.024595185185185185,0.02148833333333333,7.9164332121356615,0,0.0
CNPIX10-Charles,imec0,M2,1,0.003106851851851852,0.024595185185185185,0.02148833333333333,7.9164332121356615,0,0.0
CNPIX10-Charles,imec0,M2,2,0.003106851851851852,0.024595185185185185,0.02148833333333333,7.9164332121356615,0,0.0
CNPIX10-Charles,imec0,M2,3,0.003106851851851852,0.024595185185185185,0.02148833333333333,7.9164332121356615,4,15.343333333333334
